"code","state","city","lat","lng","coslat","coslng","sinlat","sinlng"
"1132052100","서울특별시","도봉구","37.6758","127.0455","0.791481753","-0.60244905","0.611192797","0.798157342"
"1132052200","서울특별시","도봉구","37.667","127.0487","0.791575616","-0.602493626","0.611071227","0.798123694"
"1132066000","서울특별시","도봉구","37.6452","127.0282","0.79180806","-0.602208025","0.610770002","0.79833921"
"1132067000","서울특별시","도봉구","37.6551","127.0409","0.791702515","-0.602384967","0.610906808","0.798205707"
"1132068000","서울특별시","도봉구","37.6462","127.0301","0.7917974","-0.602234499","0.610783822","0.79831924"
"1132068100","서울특별시","도봉구","37.6536","127.0305","0.791718508","-0.602240072","0.610886081","0.798315035"
"1132069000","서울특별시","도봉구","37.6614","127.0428","0.791635337","-0.602411437","0.610993856","0.798185731"
"1132070000","서울특별시","도봉구","37.6654","127.0372","0.79159268","-0.60233342","0.611049122","0.798244606"
"1132071000","서울특별시","도봉구","37.6562","127.0301","0.791690786","-0.602234499","0.610922007","0.79831924"
"1135000000","서울특별시","노원구","37.6515","127.0584","0.791740898","-0.602628737","0.610857063","0.798021682"
"1135056000","서울특별시","노원구","37.6173","127.0651","0.792105379","-0.602722052","0.610384362","0.797951207"
"1135057000","서울특별시","노원구","37.6298","127.053","0.791972195","-0.602553523","0.610557158","0.798078475"
"1135058000","서울특별시","노원구","37.6182","127.0713","0.792095791","-0.602808395","0.610396804","0.797885981"
"1135058100","서울특별시","노원구","37.6287","127.0637","0.791983916","-0.602702554","0.610541953","0.797965934"
"1135060000","서울특별시","노원구","37.6186","127.0854","0.792091529","-0.603004729","0.610402334","0.797737611"
"1135060500","서울특별시","노원구","37.622","127.076","0.792055306","-0.602873844","0.610449336","0.79783653"
"1135061100","서울특별시","노원구","37.6378","127.0747","0.791886937","-0.602855741","0.610667732","0.797850209"
"1135061200","서울특별시","노원구","37.6293","127.0701","0.791977523","-0.602791684","0.610550246","0.797898606"
"1135061900","서울특별시","노원구","37.6451","127.0825","0.791809126","-0.602964351","0.61076862","0.797768131"
"1135062100","서울특별시","노원구","37.6498","127.0797","0.791759022","-0.602925364","0.610833571","0.797797596"
"1135062200","서울특별시","노원구","37.6379","127.0674","0.791885871","-0.602754083","0.610669114","0.797927011"
"1135062300","서울특별시","노원구","37.6393","127.0708","0.79187095","-0.602801432","0.610688463","0.797891242"
"1135062400","서울특별시","노원구","37.656","127.0801","0.791692919","-0.602930934","0.610919244","0.797793387"
"1135063000","서울특별시","노원구","37.6771","127.0572","0.791467885","-0.602612024","0.611210755","0.798034303"
"1135064000","서울특별시","노원구","37.656","127.0707","0.791692919","-0.602800039","0.610919244","0.797892294"
"1135066500","서울특별시","노원구","37.661","127.0775","0.791639603","-0.602894731","0.61098833","0.797820747"
"1135067000","서울특별시","노원구","37.6602","127.0715","0.791648134","-0.60281118","0.610977276","0.797883877"
"1135069500","서울특별시","노원구","37.6521","127.0691","0.791734501","-0.602777758","0.610865354","0.797909127"
"1135070000","서울특별시","노원구","37.6639","127.0537","0.791608677","-0.602563273","0.611028397","0.798071113"
"1135071000","서울특별시","노원구","37.6617","127.066","0.791632138","-0.602734586","0.610998001","0.797941739"
"1135072000","서울특별시","노원구","37.6584","127.0624","0.791667328","-0.602684448","0.610952406","0.797979609"
"1138000000","서울특별시","은평구","37.6","126.9312","0.792289643","-0.600855599","0.610145164","0.799357585"
"1138051000","서울특별시","은평구","37.6","126.9368","0.792289643","-0.600933724","0.610145164","0.799298855"
"1138052000","서울특별시","은평구","37.6075","126.9342","0.792209769","-0.600897452","0.610248869","0.799326124"
"1138053000","서울특별시","은평구","37.6188","126.9298","0.792089399","-0.600836067","0.610405099","0.799372267"
"1138055100","서울특별시","은평구","37.6209","126.9188","0.792067026","-0.600682587","0.61043413","0.799487604"
"1138055200","서울특별시","은평구","37.6158","126.9179","0.792121358","-0.600670029","0.610363624","0.79949704"
"1138056000","서울특별시","은평구","37.609","126.9125","0.792193792","-0.600594675","0.610269609","0.799553648"
"1138057000","서울특별시","은평구","37.6113","126.9229","0.792169294","-0.600739796","0.610301409","0.799444618"
"1138058000","서울특별시","은평구","37.5979","126.9289","0.792312006","-0.60082351","0.610116125","0.799381705"
"1138059000","서울특별시","은평구","37.5918","126.9251","0.792376957","-0.600770492","0.610031768","0.799421551"
"1138060000","서울특별시","은평구","37.5894","126.9178","0.79240251","-0.600668633","0.609998576","0.799498088"
"1138062500","서울특별시","은평구","37.6016","126.9173","0.792272605","-0.600661656","0.610167289","0.79950333"
"1138063100","서울특별시","은평구","37.5952","126.9144","0.792340756","-0.600621189","0.610078787","0.799533731"
"1138063200","서울특별시","은평구","37.5893","126.9148","0.792403574","-0.600626771","0.609997193","0.799529538"
"1138064000","서울특별시","은평구","37.5815","126.9092","0.792486609","-0.600548623","0.609889313","0.799588239"
"1138065000","서울특별시","은평구","37.5814","126.8996","0.792487674","-0.600414642","0.60988793","0.79968885"
"1138069000","서울특별시","은평구","37.6356","126.9211","0.791910385","-0.60071468","0.610637325","0.799463491"
"1141000000","서울특별시","서대문구","37.5764","126.9389","0.792540894","-0.600963019","0.60981877","0.799276829"
"1141052000","서울특별시","서대문구","37.5683","126.9612","0.792627097","-0.601274059","0.609706721","0.799042869"
"1141055500","서울특별시","서대문구","37.5569","126.9589","0.792748393","-0.601241983","0.609549002","0.799067005"
"1141056500","서울특별시","서대문구","37.5621","126.9568","0.792693069","-0.601212695","0.609620947","0.799089041"
"1141058500","서울특별시","서대문구","37.5567","126.9456","0.792750521","-0.60105648","0.609546235","0.799206549"
"1141061500","서울특별시","서대문구","37.5711","126.9374","0.7925973","-0.600942094","0.609745455","0.799292562"
"1141062000","서울특별시","서대문구","37.5849","126.947","0.792450416","-0.601076008","0.609936339","0.799191862"
"1141064000","서울특별시","서대문구","37.5924","126.9512","0.792370569","-0.601134591","0.610040065","0.799147799"
"1141065500","서울특별시","서대문구","37.5833","126.9515","0.792467449","-0.601138775","0.609914209","0.799144651"
"1141066000","서울특별시","서대문구","37.5904","126.946","0.792391863","-0.60106206","0.610012406","0.799202353"
"1141068500","서울특별시","서대문구","37.5802","126.9385","0.792500447","-0.600957439","0.609871332","0.799281025"
"1141069000","서울특별시","서대문구","37.5712","126.9156","0.792596236","-0.600637934","0.609746839","0.799521152"
"1141070000","서울특별시","서대문구","37.5756","126.9259","0.792549408","-0.600781654","0.609807704","0.799413163"
"1141071000","서울특별시","서대문구","37.5767","126.909","0.792537701","-0.600545832","0.60982292","0.799590335"
"1141072000","서울특별시","서대문구","37.5786","126.9132","0.792517478","-0.600604444","0.609849201","0.79954631"
"1144000000","서울특별시","마포구","37.5607","126.9105","0.792707964","-0.600566765","0.609601578","0.799574612"
"1144055500","서울특별시","마포구","37.5443","126.9542","0.792882421","-0.601176433","0.609374653","0.799116322"
"1144056500","서울특별시","마포구","37.5474","126.9621","0.792849449","-0.60128661","0.609417551","0.799033424"
"1144058500","서울특별시","마포구","37.5349","126.9521","0.792982384","-0.601147143","0.609244563","0.799138356"
"1144059000","서울특별시","마포구","37.5392","126.9437","0.792936659","-0.601029977","0.609304074","0.79922648"
"1144060000","서울특별시","마포구","37.5531","126.9448","0.792788818","-0.601045321","0.609496423","0.799214941"
"1144061000","서울특별시","마포구","37.5444","126.9477","0.792881357","-0.601085772","0.609376036","0.799184518"
"1144063000","서울특별시","마포구","37.5441","126.9366","0.792884548","-0.600930934","0.609371885","0.799300953"
"1144065500","서울특별시","마포구","37.5444","126.9342","0.792881357","-0.600897452","0.609376036","0.799326124"
"1144066000","서울특별시","마포구","37.5497","126.923","0.792824985","-0.600741191","0.609449377","0.79944357"
"1144068000","서울특별시","마포구","37.5467","126.9078","0.792856894","-0.600529085","0.609407864","0.799602912"
